time,servertime,latitude,longitude,"HDT - Heading True","SOG - Speed over Ground","COG - Course over Ground",Heel,"Trim Fore / Aft","Time to Gun","GPS Satellites","GPS HAcc"
"2022-07-26 06:41:21.5","2022-07-27 05:40:21.371",32.832462,34.987825,8.7,0.03403882,8.7,12.31,-33.87,299,12,4.461
"2022-07-26 06:41:22.5","2022-07-27 05:40:21.372",32.832465,34.987828,8.9,0.04891979,8.87,12.15,-33.78,298,15,4.152
"2022-07-26 06:41:23.5","2022-07-27 05:40:21.373",32.832467,34.987835,8.93,0.03615265,8.94,14,-33.09,297,14,4.176
"2022-07-26 06:41:24.5","2022-07-27 05:40:21.373",32.832468,34.987835,7.77,0.0538217,7.76,10.78,-34.03,296,15,3.961
"2022-07-26 06:41:25.5","2022-07-27 05:40:21.374",32.832468,34.987837,10.16,0.03979087,10.02,12.36,-33.61,295,15,4.004
"2022-07-26 06:41:26.5","2022-07-27 05:40:21.375",32.832471,34.987840,9.34,0.02900965,9.4,12.02,-33.71,294,14,3.93
"2022-07-26 06:41:27.5","2022-07-27 05:40:21.376",32.832474,34.987845,9.24,0.02868129,9.27,12.09,-33.71,293,14,3.904
"2022-07-26 06:41:28.5","2022-07-27 05:40:21.376",32.832473,34.987849,8.97,0.02622561,8.99,12.09,-33.7,292,14,4.129
"2022-07-26 06:41:29.5","2022-07-27 05:40:21.377",32.832474,34.987849,8.93,0.04315122,8.92,10.21,-35.6,291,15,4.117
"2022-07-26 06:41:30.5","2022-07-27 05:40:21.377",32.832482,34.987854,8.24,0.09612977,8.65,20.6,-36.22,290,15,4.812
"2022-07-26 06:41:31.5","2022-07-27 05:40:21.378",32.832487,34.987853,358.6,0.1370988,359.91,39.5,-28.28,289,15,5.098
"2022-07-26 06:41:32.5","2022-07-27 05:40:21.378",32.832497,34.987853,338.42,0.3024891,341.18,75.21,-6.93,288,12,6.113
"2022-07-26 06:41:33.5","2022-07-27 05:40:21.379",32.832496,34.987860,307.09,0.2005182,310.08,97.35,5.97,287,13,6.184
"2022-07-26 06:41:34.5","2022-07-27 05:40:21.379",32.832491,34.987904,286.25,0.1010348,287.63,98.77,9.46,286,15,6.371
"2022-07-26 06:41:35.5","2022-07-27 05:40:21.38",32.832496,34.987892,279.46,0.03945854,279.64,105.03,8.88,285,14,5.84
"2022-07-26 06:41:36.3","2022-07-27 05:40:21.38",32.832497,34.987883,279.07,0.04013378,279.11,106.22,8.73,284.2,14,6.211
"2022-07-26 06:41:37.5","2022-07-27 05:40:21.381",32.832498,34.987872,278.65,0.03140641,278.72,104.2,9.04,283,14,5.613
"2022-07-26 06:41:38.5","2022-07-27 05:40:21.381",32.832497,34.987876,277.98,0.02992167,278.12,93.28,10.56,282,14,8.391
"2022-07-26 06:41:39.5","2022-07-27 05:40:21.382",32.832492,34.987917,275.73,0.06710977,275.93,87.44,11.56,281,13,8.461
"2022-07-26 06:41:40.4","2022-07-27 05:40:21.382",32.832491,34.987919,275.1,0.04017175,275.11,87.32,11.56,280.1,14,9.461
"2022-07-26 06:41:41.5","2022-07-27 05:40:21.383",32.832490,34.987923,274.92,0.03743761,274.93,87.29,11.53,279,15,9.195
"2022-07-26 06:41:42.5","2022-07-27 05:40:21.383",32.832490,34.987926,274.75,0.03674451,274.77,87.27,11.51,278,15,9.164
"2022-07-26 06:41:43.5","2022-07-27 05:40:21.384",32.832492,34.987927,274.74,0.02789399,274.75,87.26,11.51,277,15,9.07
"2022-07-26 06:41:44.5","2022-07-27 05:40:21.385",32.832491,34.987921,274.72,0.06582268,274.73,87.26,11.51,276,13,8.922
"2022-07-26 06:41:45.5","2022-07-27 05:40:21.385",32.832491,34.987941,274.62,0.0771399,274.63,87.22,11.49,275,14,9.031
"2022-07-26 06:41:46.5","2022-07-27 05:40:21.386",32.832490,34.987945,274.72,0.04487103,274.7,87.23,11.51,274,14,8.844
"2022-07-26 06:41:47.5","2022-07-27 05:40:21.399",32.832490,34.987950,274.88,0.03086644,274.85,87.23,11.51,273,14,8.766
"2022-07-26 06:41:48.5","2022-07-27 05:40:21.399",32.832488,34.987947,275.02,0.0230785,275.01,87.25,11.54,272,14,8.727
"2022-07-26 06:41:49.5","2022-07-27 05:40:21.4",32.832488,34.987951,274.86,0.01916962,274.88,87.26,11.54,271,14,8.703
"2022-07-26 06:41:50.5","2022-07-27 05:40:21.4",32.832487,34.987951,274.99,0.0227418,274.97,87.26,11.53,270,14,8.688
"2022-07-26 06:41:51.5","2022-07-27 05:40:21.401",32.832486,34.987952,274.88,0.03233556,274.9,87.28,11.51,269,14,8.672
"2022-07-26 06:41:52.5","2022-07-27 05:40:21.401",32.832485,34.987953,274.81,0.02629284,274.78,87.28,11.51,268,15,8
"2022-07-26 06:41:53.5","2022-07-27 05:40:21.401",32.832485,34.987953,275,0.02203546,275,87.27,11.54,267,15,7.992
"2022-07-26 06:41:54.5","2022-07-27 05:40:21.411",32.832483,34.987950,275.02,0.03042118,275.02,87.28,11.53,266,15,8.516
"2022-07-26 06:41:55.5","2022-07-27 05:40:21.412",32.832483,34.987950,274.95,0.03151438,274.96,87.28,11.5,265,15,8.523
"2022-07-26 06:41:56.5","2022-07-27 05:40:21.412",32.832481,34.987947,274.91,0.03470808,274.9,87.29,11.51,264,14,8.219
"2022-07-26 06:41:57.5","2022-07-27 05:40:21.413",32.832482,34.987952,274.85,0.03444731,274.86,87.27,11.53,263,14,8.641
"2022-07-26 06:41:58.5","2022-07-27 05:40:21.414",32.832481,34.987950,274.72,0.02517967,274.74,87.28,11.55,262,14,8.641
"2022-07-26 06:41:59.5","2022-07-27 05:40:21.414",32.832482,34.987951,274.78,0.02836124,274.77,87.28,11.53,261,14,8.641
