time,servertime,latitude,longitude,"HDT - Heading True","SOG - Speed over Ground","COG - Course over Ground",Heel,"Trim Fore / Aft","Time to Gun","GPS Satellites","GPS HAcc"
"2022-06-23 08:54:33.4","2022-06-23 18:32:26.067",32.848921,35.527139,74.49,0.04754306,74.49,5.16,-31.24,,4,9.562
"2022-06-23 08:54:34.4","2022-06-23 18:32:26.067",32.848908,35.527134,74.46,0.0642394,74.46,5.22,-31.25,,5,8.141
"2022-06-23 08:54:35.2","2022-06-23 18:32:26.068",32.848896,35.527131,74.5,0.03993487,74.48,5.2,-31.28,,5,7.195
"2022-06-23 08:54:36.4","2022-06-23 18:32:26.068",32.848886,35.527131,74.62,0.03021033,74.62,5.21,-31.27,,5,6.195
"2022-06-23 08:54:37.4","2022-06-23 18:32:26.068",32.848882,35.527130,74.64,0.04907345,74.64,5.21,-31.27,,5,5.672
"2022-06-23 08:54:38.4","2022-06-23 18:32:26.068",32.848876,35.527120,74.43,0.03003053,74.43,5.23,-31.28,,7,5.176
"2022-06-23 08:54:39.4","2022-06-23 18:32:26.069",32.848864,35.527103,74.5,0.04896286,74.5,5.25,-31.28,,8,4.668
"2022-06-23 08:54:40.4","2022-06-23 18:32:26.069",32.848854,35.527092,74.67,0.04343113,74.67,5.24,-31.28,,8,4.25
"2022-06-23 08:54:41.4","2022-06-23 18:32:26.069",32.848848,35.527085,74.48,0.03606603,74.48,5.25,-31.25,,8,3.939
"2022-06-23 08:54:42.4","2022-06-23 18:32:26.07",32.848844,35.527081,74.38,0.03493108,74.38,5.24,-31.25,,8,3.711
"2022-06-23 08:54:43.4","2022-06-23 18:32:26.07",32.848841,35.527078,74.46,0.04103111,74.46,5.24,-31.25,,8,3.523
"2022-06-23 08:54:44.4","2022-06-23 18:32:26.07",32.848837,35.527074,74.32,0.05367857,74.32,5.24,-31.29,,8,3.357
"2022-06-23 08:54:45.4","2022-06-23 18:32:26.071",32.848834,35.527070,74.41,0.0512741,74.41,5.23,-31.3,,9,3.213
"2022-06-23 08:54:46.4","2022-06-23 18:32:26.071",32.848832,35.527068,74.59,0.05453239,74.59,5.21,-31.3,,8,3.096
"2022-06-23 08:54:47.4","2022-06-23 18:32:26.071",32.848832,35.527069,74.52,0.03205705,74.52,5.22,-31.27,,8,3.008
"2022-06-23 08:54:48.4","2022-06-23 18:32:26.072",32.848831,35.527069,74.46,0.04610098,74.46,5.21,-31.27,,8,2.926
"2022-06-23 08:54:49.4","2022-06-23 18:32:26.072",32.848831,35.527070,74.46,0.02090043,74.46,5.22,-31.28,,8,2.852
"2022-06-23 08:54:50.4","2022-06-23 18:32:26.072",32.848831,35.527070,74.48,0.03156311,74.48,5.22,-31.3,,8,2.787
"2022-06-23 08:54:51.4","2022-06-23 18:32:26.072",32.848831,35.527071,74.39,0.04180356,74.39,5.21,-31.31,,8,2.73
"2022-06-23 08:54:52.4","2022-06-23 18:32:26.073",32.848831,35.527072,74.27,0.03990925,74.27,5.21,-31.32,,8,2.676
"2022-06-23 08:54:53.4","2022-06-23 18:32:26.073",32.848831,35.527073,74.38,0.05294173,74.38,5.21,-31.31,,8,2.621
"2022-06-23 08:54:54.4","2022-06-23 18:32:26.073",32.848831,35.527073,74.38,0.0460546,74.38,5.2,-31.29,,8,2.574
"2022-06-23 08:54:55.4","2022-06-23 18:32:26.074",32.848831,35.527074,74.29,0.03328326,74.29,5.23,-31.24,,8,2.533
"2022-06-23 08:54:56.4","2022-06-23 18:32:26.074",32.848830,35.527074,74.26,0.03537763,74.26,5.23,-31.24,,8,2.496
"2022-06-23 08:54:57.4","2022-06-23 18:32:26.074",32.848829,35.527074,74.18,0.03004785,74.18,5.23,-31.25,,8,2.463
"2022-06-23 08:54:58.4","2022-06-23 18:32:26.075",32.848828,35.527074,74.35,0.02824972,74.35,5.22,-31.25,,8,2.43
"2022-06-23 08:54:59.4","2022-06-23 18:32:26.075",32.848828,35.527073,74.28,0.04494997,74.28,5.17,-31.26,,9,2.395
"2022-06-23 08:55:00.4","2022-06-23 18:32:26.075",32.848828,35.527071,74.4,0.04639522,74.4,5.19,-31.3,,10,2.363
"2022-06-23 08:55:01.4","2022-06-23 18:32:26.075",32.848829,35.527070,74.41,0.06272461,74.41,5.21,-31.32,,10,2.336
"2022-06-23 08:55:02.4","2022-06-23 18:32:26.076",32.848830,35.527071,74.5,0.0357904,74.5,5.23,-31.31,,10,2.307
"2022-06-23 08:55:03.4","2022-06-23 18:32:26.076",32.848831,35.527071,74.36,0.04620032,74.36,5.23,-31.3,,10,2.275
"2022-06-23 08:55:04.4","2022-06-23 18:32:26.076",32.848833,35.527072,74.46,0.04475823,74.46,5.22,-31.3,,10,2.244
"2022-06-23 08:55:05.4","2022-06-23 18:32:26.077",32.848834,35.527072,74.51,0.06877555,74.51,5.24,-31.28,,10,2.219
"2022-06-23 08:55:06.4","2022-06-23 18:32:26.077",32.848835,35.527074,74.36,0.03938839,74.36,5.23,-31.3,,10,2.193
"2022-06-23 08:55:07.4","2022-06-23 18:32:26.077",32.848836,35.527074,74.4,0.03465598,74.4,5.25,-31.29,,10,2.172
"2022-06-23 08:55:08.4","2022-06-23 18:32:26.077",32.848837,35.527075,74.4,0.04327915,74.4,5.23,-31.28,,10,2.152
