time,servertime,latitude,longitude,"HDT - Heading True","SOG - Speed over Ground","COG - Course over Ground",Heel,"Trim Fore / Aft","Time to Gun","GPS Satellites","GPS HAcc"
"2022-07-27 07:42:06.7","2022-07-27 10:43:01.799",32.832522,34.987990,32.29,0.0538414,32.29,10.06,-30.65,,14,4.832
"2022-07-27 07:42:07.7","2022-07-27 10:43:01.8",32.832521,34.987993,32.63,0.08122087,32.63,10.31,-30.3,,16,5
"2022-07-27 07:42:08.7","2022-07-27 10:43:01.8",32.832526,34.987996,32.63,0.03017008,32.63,10.76,-31.06,,15,3.188
"2022-07-27 07:42:09.7","2022-07-27 10:43:01.801",32.832537,34.987997,32.67,0.02929392,32.67,10.96,-31.45,,14,2.365
"2022-07-27 07:42:10.7","2022-07-27 10:43:01.801",32.832549,34.987997,32.89,0.02634807,32.89,11.04,-31.62,,15,2.037
"2022-07-27 07:42:11.7","2022-07-27 10:43:01.802",32.832552,34.987995,32.88,0.01688575,32.88,11.06,-31.71,,15,1.838
"2022-07-27 07:42:12.7","2022-07-27 10:43:01.803",32.832556,34.987992,33,0.02917406,33,11.11,-31.74,,16,1.678
"2022-07-27 07:42:13.7","2022-07-27 10:43:01.803",32.832560,34.987990,32.99,0.02624341,32.99,11.11,-31.75,,15,1.553
"2022-07-27 07:42:14.7","2022-07-27 10:43:01.803",32.832564,34.987988,32.93,0.0256806,32.93,11.14,-31.75,,15,1.447
"2022-07-27 07:42:15.7","2022-07-27 10:43:01.804",32.832567,34.987986,33.11,0.01879573,33.11,11.11,-31.76,,15,1.363
"2022-07-27 07:42:16.7","2022-07-27 10:43:01.804",32.832569,34.987985,32.99,0.01742826,32.99,11.1,-31.75,,16,1.295
"2022-07-27 07:42:17.7","2022-07-27 10:43:01.805",32.832570,34.987984,32.98,0.02359091,32.98,11.07,-31.76,,16,1.238
"2022-07-27 07:42:18.7","2022-07-27 10:43:01.805",32.832571,34.987983,32.96,0.0163762,32.96,11.1,-31.76,,15,1.172
"2022-07-27 07:42:19.7","2022-07-27 10:43:01.806",32.832571,34.987982,32.84,0.02214047,32.84,11.1,-31.77,,15,1.108
"2022-07-27 07:42:20.7","2022-07-27 10:43:01.806",32.832570,34.987981,32.87,0.01443626,32.87,11.09,-31.75,,14,1.057
"2022-07-27 07:42:21.7","2022-07-27 10:43:01.807",32.832569,34.987980,33.16,0.01848652,33.16,11.11,-31.74,,15,1.012
"2022-07-27 07:42:22.7","2022-07-27 10:43:01.807",32.832568,34.987979,33.05,0.02164342,33.05,11.12,-31.76,,15,0.9707
"2022-07-27 07:42:23.7","2022-07-27 10:43:01.808",32.832567,34.987978,32.97,0.01777623,32.97,11.11,-31.75,,14,0.9346
"2022-07-27 07:42:24.7","2022-07-27 10:43:01.808",32.832567,34.987977,33.1,0.02525222,33.1,11.09,-31.75,,14,0.9019
"2022-07-27 07:42:25.7","2022-07-27 10:43:01.808",32.832566,34.987977,33.16,0.03226638,33.16,11.03,-31.77,,14,0.8799
"2022-07-27 07:42:26.7","2022-07-27 10:43:01.809",32.832565,34.987977,33.1,0.0495901,33.1,11.37,-31.66,,15,0.8726
"2022-07-27 07:42:27.7","2022-07-27 10:43:01.81",32.832564,34.987978,33.01,0.02448242,33.01,11.28,-31.72,,14,0.8589
"2022-07-27 07:42:28.699","2022-07-27 10:43:01.81",32.832563,34.987978,33.19,0.03008076,33.19,11.12,-31.76,,15,0.8418
"2022-07-27 07:42:29.699","2022-07-27 10:43:01.811",32.832562,34.987978,33.32,0.03101421,33.32,9.57,-32.15,,14,0.8237
"2022-07-27 07:42:30.699","2022-07-27 10:43:01.811",32.832561,34.987978,34.21,0.03149816,34.21,8.5,-32.41,,15,0.8115
"2022-07-27 07:42:31.699","2022-07-27 10:43:01.812",32.832562,34.987979,35.14,0.05507948,35.14,5.89,-33.03,,15,0.8057
"2022-07-27 07:42:32.699","2022-07-27 10:43:01.812",32.832562,34.987979,37.11,0.06920449,37.11,4.34,-33.31,,15,0.8115
"2022-07-27 07:42:33.699","2022-07-27 10:43:01.813",32.832561,34.987980,38.04,0.0494198,38.04,4.88,-33.18,,16,0.8105
