time,servertime,latitude,longitude,"HDT - Heading True","SOG - Speed over Ground","COG - Course over Ground",Heel,"Trim Fore / Aft","Time to Gun","GPS Satellites","GPS HAcc"
"2022-07-26 06:35:56.5","2022-07-26 06:35:57.846",32.832671,34.987939,252.1,0.0497377,252.36,5.54,-34.11,,13,8.344
"2022-07-26 06:35:57.6","2022-07-26 06:35:58.226",32.832673,34.987939,250.65,0.03977131,250.78,5.8,-34.08,,13,7.805
"2022-07-26 06:35:58.6","2022-07-26 06:35:59.371",32.832686,34.987925,250.13,0.04064821,250.16,5.79,-34.08,,14,8.625
"2022-07-26 06:35:59.6","2022-07-26 06:36:01.071",32.832689,34.987920,250.1,0.02807693,250.11,5.77,-34.09,,13,9.297
"2022-07-26 06:36:00.6","2022-07-26 06:36:01.421",32.832702,34.987888,249.9,0.02598339,249.9,5.78,-34.1,,11,4.422
"2022-07-26 06:36:01.5","2022-07-26 06:36:02.344",32.832678,34.987897,249.88,0.02499723,249.85,5.74,-34.07,,12,4.449
"2022-07-26 06:36:02.7","2022-07-26 06:36:03.415",32.832658,34.987901,250.01,0.03772578,250.01,5.71,-34.08,,12,4.129
"2022-07-26 06:36:03.6","2022-07-26 06:36:03.984",32.832649,34.987901,249.85,0.05338522,249.87,5.76,-34.07,,10,3.453
"2022-07-26 06:36:04.6","2022-07-26 06:36:05.151",32.832638,34.987903,249.74,0.04472245,249.74,5.77,-34.08,,12,3.936
"2022-07-26 06:36:05","2022-07-26 06:36:05.962",32.832635,34.987903,250.05,0.03367611,249.84,5.74,-34.07,,12,3.934
"2022-07-26 06:36:06.6","2022-07-26 06:36:07.756",32.832627,34.987906,250.4,0.02350858,250.4,5.68,-34.08,,12,4.242
"2022-07-26 06:36:07.6","2022-07-26 06:36:08.203",32.832615,34.987919,250.41,0.009573537,250.41,5.71,-34.05,,13,3.48
"2022-07-26 06:36:08.6","2022-07-26 06:36:09.021",32.832620,34.987915,250.1,0.01782968,250.1,5.76,-34.08,,14,4.07
"2022-07-26 06:36:09.6","2022-07-26 06:36:09.984",32.832622,34.987909,250.16,0.03279561,250.16,5.82,-34.05,,12,4.348
"2022-07-26 06:36:10.6","2022-07-26 06:36:11.2",32.832623,34.987904,250.89,0.02214184,250.89,5.87,-34.05,,12,3.787
"2022-07-26 06:36:11.6","2022-07-26 06:36:12.286",32.832612,34.987912,251.09,0.01889507,251.09,5.81,-34,,13,3.408
"2022-07-26 06:36:12.6","2022-07-26 06:36:13.867",32.832605,34.987916,252.05,0.01451156,252.05,5.64,-33.87,,14,3.709
"2022-07-26 06:36:13.6","2022-07-26 06:36:14.62",32.832602,34.987920,253.33,0.01469514,253.33,5.56,-34,,14,3.57
"2022-07-26 06:36:14.6","2022-07-26 06:36:15.505",32.832598,34.987924,252.46,0.0157767,252.46,5.64,-34,,14,3.211
"2022-07-26 06:36:15.6","2022-07-26 06:36:16.229",32.832595,34.987928,251.74,0.01047585,251.74,5.68,-34.04,,14,3.168
"2022-07-26 06:36:16.6","2022-07-26 06:36:18.522",32.832594,34.987934,251.48,0.01000731,251.48,5.72,-34.08,,14,3.43
"2022-07-26 06:36:17.6","2022-07-26 06:36:19.18",32.832586,34.987947,250.84,0.01016959,250.84,5.78,-34.07,,14,2.379
"2022-07-26 06:36:18.6","2022-07-26 06:36:20.99",32.832582,34.987955,250.5,0.009828902,250.5,5.77,-34.04,,14,2.213
"2022-07-26 06:36:19.6","2022-07-26 06:36:21.865",32.832581,34.987954,250.38,0.02328993,250.38,5.79,-34.04,,15,2.082
"2022-07-26 06:36:20.6","2022-07-26 06:36:22.157",32.832578,34.987952,250.75,0.02434873,250.75,5.79,-34.01,,15,1.965
"2022-07-26 06:36:21.6","2022-07-26 06:36:22.26",32.832577,34.987953,250.88,0.02020332,250.88,5.81,-34.01,,15,1.868
"2022-07-26 06:36:22.6","2022-07-26 06:36:22.887",32.832575,34.987952,250.61,0.01883871,250.61,5.66,-34.04,,15,1.794
"2022-07-26 06:36:23.6","2022-07-26 06:36:23.881",32.832572,34.987952,250.36,0.02101959,250.36,5.64,-34.06,,15,1.735
"2022-07-26 06:36:24.6","2022-07-26 06:36:24.843",32.832570,34.987953,250.45,0.0256767,250.45,5.02,-34.15,,15,1.68
"2022-07-26 06:36:25.6","2022-07-26 06:36:25.863",32.832568,34.987954,250.74,0.02388674,250.74,4.67,-34.21,,15,1.627
"2022-07-26 06:36:26.6","2022-07-26 06:36:26.883",32.832567,34.987955,250.81,0.02034362,250.81,5.35,-34.14,,15,1.584
"2022-07-26 06:36:27.6","2022-07-26 06:36:27.837",32.832565,34.987955,250.1,0.02907084,250.1,5.43,-34.12,,15,1.551
"2022-07-26 06:36:28.6","2022-07-26 06:36:28.841",32.832564,34.987956,249.94,0.02996224,249.94,5.6,-34.07,,15,1.517
"2022-07-26 06:36:29.6","2022-07-26 06:36:29.863",32.832563,34.987956,249.94,0.03893217,249.94,5.68,-34.08,,15,1.483
